,vin,visitas,year_modelo,ultimo_kilometraje,num_servicios,num_rep_llantas,num_rep_frenos,num_rep_amortiguadores,num_rep_transmision
48505,MALB25BC3NM237845,2,2022,9963,8,2,0,0,0
48506,MALB25BC3NM237859,4,2022,9046,3,0,0,0,0
48507,MALB25BC3NM237862,1,2022,20029,1,0,0,0,0
48508,MALB25BC3NM237876,4,2022,4829,6,0,0,0,0
48509,MALB25BC3NM237909,4,2022,6854,2,0,0,0,0
48510,MALB25BC3NM237912,2,2022,9444,2,0,0,0,0
48511,MALB25BC3NM237926,2,2022,8097,2,0,0,0,0
48512,MALB25BC3NM237943,4,2022,8201,2,0,0,0,0
48513,MALB25BC3NM238199,3,2022,100001,6,0,0,0,0
48514,MALB25BC3NM238218,3,2022,5239,4,0,0,0,0
48515,MALB25BC3NM238221,4,2022,6213,7,0,0,0,0
48516,MALB25BC3NM238235,4,2022,6096,8,2,0,0,0
48517,MALB25BC3NM238252,11,2022,9786,8,0,0,0,0
48518,MALB25BC3NM238266,4,2022,9890,4,0,0,0,0
48519,MALB25BC3NM238283,1,2022,9615,2,0,0,0,0
48520,MALB25BC3NM238297,1,2022,10131,1,0,0,0,0
48521,MALB25BC3NM238302,2,2022,7,8,3,0,0,0
48522,MALB25BC3NM239188,3,2022,4893,8,0,0,0,0
48523,MALB25BC3NM239191,3,2022,43751,3,0,0,0,0
48524,MALB25BC3NM239269,3,2022,9306,3,0,0,0,0
48525,MALB25BC3NM239286,4,2022,6237,4,0,0,0,0
48526,MALB25BC3NM239305,4,2022,42182,4,0,0,0,0
48527,MALB25BC3NM239465,2,2022,18450,3,0,0,0,0
48528,MALB25BC3NM239479,1,2022,28787,1,0,0,0,0
48529,MALB25BC3NM239482,2,2022,60654,2,0,0,0,0
48530,MALB25BC3NM239630,8,2022,9890,6,0,0,0,0
48531,MALB25BC3NM239823,3,2022,9604,2,0,0,0,0
48532,MALB25BC3NM239949,4,2022,5929,4,0,0,0,0
48533,MALB25BC3NM239952,2,2022,9726,3,0,0,0,0
48534,MALB25BC3NM243984,2,2022,9913,2,0,0,0,0
48535,MALB25BC3NM244004,3,2022,8367,2,0,0,0,0
48536,MALB25BC3NM244021,3,2022,38437,3,0,0,0,0
48537,MALB25BC3NM244049,8,2022,51524,7,0,0,0,0
48538,MALB25BC3NM244052,3,2022,5326,3,0,0,0,0
48539,MALB25BC3NM244066,2,2022,5013,2,0,0,0,0
48540,MALB25BC3NM244083,2,2022,13392,1,0,0,0,0
48541,MALB25BC3NM244097,1,2022,1,5,0,0,0,0
48542,MALB25BC3NM244701,3,2022,6213,4,0,0,0,0
48543,MALB25BC3NM245279,4,2022,6832,3,0,0,0,0
48544,MALB25BC3NM245282,1,2022,20994,1,0,0,0,0
48545,MALB25BC3NM245346,5,2022,7999,3,0,0,0,0
48546,MALB25BC3NM245363,3,2022,6043,3,0,0,0,0
48547,MALB25BC3NM245492,3,2022,39375,5,0,0,0,0
48548,MALB25BC3NM245508,2,2022,7834,2,0,0,0,0
48549,MALB25BC3NM245511,3,2022,5585,3,0,0,0,0
48550,MALB25BC3NM245525,2,2022,5947,2,0,0,0,0
48551,MALB25BC3NM245573,4,2022,8197,4,0,0,0,0
48552,MALB25BC3NM245850,2,2022,16938,2,0,0,0,0
48553,MALB25BC3NM249218,2,2022,18817,4,2,0,0,0
48554,MALB25BC3NM249235,3,2022,5457,5,0,0,0,0
48555,MALB25BC3NM249249,5,2022,5884,4,0,0,0,0
48556,MALB25BC3NM249252,1,2022,6110,1,0,0,0,0
48557,MALB25BC3NM249266,3,2022,7539,3,0,0,0,0
48558,MALB25BC3NM249283,1,2022,13795,3,0,0,0,0
48559,MALB25BC3NM249297,3,2022,7081,3,0,0,0,0
48560,MALB25BC3NM249302,3,2022,22232,7,0,0,0,0
48561,MALB25BC3NM250143,1,2022,15185,1,0,0,0,0
48562,MALB25BC3NM250157,4,2022,8609,4,0,0,0,0
48563,MALB25BC3NM250160,3,2022,7500,12,0,0,0,0
48564,MALB25BC3NM250174,2,2022,9952,1,0,0,0,0
48565,MALB25BC3NM250188,6,2022,38477,9,0,1,0,0
48566,MALB25BC3NM250191,4,2022,7301,3,0,1,0,0
48567,MALB25BC3NM250207,3,2022,8809,10,0,1,0,0
48568,MALB25BC3NM250773,1,2022,7657,2,0,0,0,0
48569,MALB25BC3NM250787,2,2022,7369,2,0,0,0,0
48570,MALB25BC3NM250790,2,2022,5777,3,0,0,0,0
48571,MALB25BC3NM252720,2,2022,9866,2,0,0,0,0
48572,MALB25BC3NM252734,3,2022,6505,6,0,0,0,0
48573,MALB25BC3NM252975,2,2022,20073,5,0,0,0,0
48574,MALB25BC3NM252989,2,2022,8942,2,0,0,0,0
48575,MALB25BC3NM252992,2,2022,19380,2,0,0,0,0
48576,MALB25BC3NM253009,1,2022,9934,2,0,0,0,0
48577,MALB25BC3NM253012,1,2022,10039,2,0,0,0,0
48578,MALB25BC3NM253933,2,2022,20139,2,0,0,0,0
48579,MALB25BC3NM254063,4,2022,6630,3,0,0,0,0
48580,MALB25BC3NM254077,5,2022,60809,6,0,0,0,0
48581,MALB25BC3NM254127,3,2022,9732,3,0,0,0,0
48582,MALB25BC3NM254130,3,2022,3866,3,0,0,0,0
48583,MALB25BC3NM254144,1,2022,12479,2,1,0,0,0
48584,MALB25BC3NM255598,3,2022,6960,5,0,0,0,0
48585,MALB25BC3NM255603,1,2022,18554,2,0,0,0,0
48586,MALB25BC3NM255617,3,2022,9922,2,0,0,0,0
48587,MALB25BC3NM255634,3,2022,9753,3,0,0,0,0
48588,MALB25BC3NM256508,1,2022,6523,2,1,0,0,0
48589,MALB25BC3NM256525,3,2022,30345,0,0,0,0,0
48590,MALB25BC3NM256878,3,2022,8567,4,0,0,0,0
48591,MALB25BC3NM256900,8,2022,70089,6,0,0,0,0
48592,MALB25BC3NM260123,1,2022,11418,1,0,0,0,0
48593,MALB25BC3NM260140,2,2022,6386,1,0,0,0,0
48594,MALB25BC3NM260154,3,2022,5,3,0,0,0,0
48595,MALB25BC3NM261174,3,2022,5447,3,0,0,0,0
48596,MALB25BC3NM261188,3,2022,7448,3,0,0,0,0
48597,MALB25BC3NM261191,2,2022,10,0,0,0,0,0
48598,MALB25BC3NM261207,6,2022,8475,4,0,0,0,0
48599,MALB25BC3NM261224,1,2022,11589,2,1,0,0,0
48600,MALB25BC3NM261238,4,2022,9919,5,0,0,0,0
48601,MALB25BC3NM261241,2,2022,20537,2,0,0,0,0
48602,MALB25BC3NM261398,4,2022,556,12,0,0,0,0
48603,MALB25BC3NM261403,2,2022,8763,4,2,0,0,0
48604,MALB25BC3NM261417,3,2022,6904,0,1,0,0,0
48605,MALB25BC3NM261420,4,2022,56746,4,0,0,0,0
48606,MALB25BC3NM261627,2,2022,38507,2,0,0,0,0
48607,MALB25BC3NM261644,7,2022,9325,3,0,0,0,0
48608,MALB25BC3NM261661,1,2022,2,3,0,0,0,0
48609,MALB25BC3NM261983,3,2022,29309,5,0,0,0,0
48610,MALB25BC3NM261997,1,2022,5714,2,1,0,0,0
48611,MALB25BC3NM262017,3,2022,31122,3,0,0,0,0
48612,MALB25BC3NM262020,1,2022,29451,1,0,0,0,0
48613,MALB25BC3NM262065,2,2022,8673,2,0,0,0,0
48614,MALB25BC3NM262079,3,2022,7615,1,0,0,0,0
48615,MALB25BC3NM262194,3,2022,8999,2,0,0,0,0
48616,MALB25BC3NM262213,3,2022,6879,3,0,0,0,0
48617,MALB25BC3NM262227,4,2022,6605,5,0,0,0,0
48618,MALB25BC3NM262230,2,2022,27868,2,0,0,0,0
48619,MALB25BC3NM262244,4,2022,6703,4,0,0,0,0
48620,MALB25BC3NM262258,4,2022,9652,4,0,0,0,0
48621,MALB25BC3NM262261,4,2022,7054,3,0,0,0,0
48622,MALB25BC3NM262423,1,2022,22542,2,0,0,0,0
48623,MALB25BC3NM262437,2,2022,29404,10,0,0,0,0
48624,MALB25BC3NM262440,2,2022,5278,6,0,0,0,0
48625,MALB25BC3NM262471,3,2022,9935,5,0,0,0,0
48626,MALB25BC3NM262485,2,2022,28037,2,0,0,0,0
48627,MALB25BC3NM262499,1,2022,10280,1,0,0,0,0
48628,MALB25BC3NM262504,2,2022,20889,1,0,0,0,0
48629,MALB25BC3NM262518,1,2022,10115,2,0,0,0,0
48630,MALB25BC3NM262521,3,2022,8925,4,0,0,0,0
48631,MALB25BC3NM262776,2,2022,9989,3,0,0,0,0
48632,MALB25BC3NM262793,7,2022,71017,6,0,0,0,0
48633,MALB25BC3NM262986,2,2022,4486,3,0,0,0,0
48634,MALB25BC3NM263023,2,2022,19631,2,0,0,0,0
48635,MALB25BC3NM263037,5,2022,64682,10,0,0,0,0
48636,MALB25BC3NM263040,1,2022,24335,1,0,0,0,0
48637,MALB25BC3NM263071,1,2022,5198,2,1,0,0,0
48638,MALB25BC3NM263085,4,2022,31297,4,0,0,0,0
48639,MALB25BC3NM263099,3,2022,6323,3,0,0,0,0
48640,MALB25BC3NM263104,7,2022,57823,6,0,0,0,0
48641,MALB25BC3NM263166,1,2022,1937,1,0,0,0,0
48642,MALB25BC3NM263183,2,2022,9591,2,0,0,0,0
48643,MALB25BC3NM263197,4,2022,9797,8,0,0,0,0
48644,MALB25BC3NM263233,2,2022,30824,4,2,0,0,0
48645,MALB25BC3NM263247,6,2022,9500,7,0,0,0,0
48646,MALB25BC3NM263250,2,2022,8826,3,0,0,0,0
48647,MALB25BC3NM263295,1,2022,8513,1,0,0,0,0
48648,MALB25BC3NM263300,4,2022,7433,3,0,0,0,0
48649,MALB25BC3NM263314,3,2022,9043,3,0,0,0,0
48650,MALB25BC3NM268898,3,2022,6674,5,0,0,0,0
48651,MALB25BC3NM268903,1,2022,13473,1,0,0,0,0
48652,MALB25BC3NM268917,3,2022,29913,3,0,0,0,0
48653,MALB25BC3NM268920,2,2022,9096,2,1,0,0,0
48654,MALB25BC3NM268934,2,2022,19959,4,0,0,0,0
48655,MALB25BC3NM268948,2,2022,7185,2,0,0,0,0
48656,MALB25BC3NM268951,3,2022,6,4,2,0,0,0
48657,MALB25BC3NM269209,3,2022,23803,3,0,0,0,0
48658,MALB25BC3NM269212,3,2022,8027,5,0,0,0,0
48659,MALB25BC3NM269226,1,2022,22305,2,1,0,0,0
48660,MALB25BC3NM269257,1,2022,5323,1,0,0,0,0
48661,MALB25BC3NM269260,1,2022,70000,0,0,0,0,0
48662,MALB25BC3NM269274,3,2022,9522,3,0,0,0,0
48663,MALB25BC3NM269288,2,2022,9946,2,0,0,0,0
48664,MALB25BC3NM269291,1,2022,2482,1,0,0,0,0
48665,MALB25BC3NM269307,3,2022,8392,5,2,0,0,0
48666,MALB25BC3NM269324,1,2022,21193,1,0,0,0,0
48667,MALB25BC3NM269338,2,2022,6909,4,0,0,0,0
48668,MALB25BC3NM269341,3,2022,6138,3,0,0,0,0
48669,MALB25BC3NM269890,2,2022,9431,0,0,0,0,0
48670,MALB25BC3NM270103,3,2022,7104,1,0,0,0,0
48671,MALB25BC3NM270473,1,2022,10343,2,0,0,0,0
48672,MALB25BC3NM270487,2,2022,6870,2,0,0,0,0
48673,MALB25BC3NM270490,2,2022,44036,2,0,0,0,0
48674,MALB25BC3NM270506,3,2022,8745,3,0,0,0,0
48675,MALB25BC3NM270523,1,2022,19062,2,1,0,0,0
48676,MALB25BC3NM270537,3,2022,30223,2,0,0,0,0
48677,MALB25BC3NM270540,2,2022,18582,4,2,0,0,0
48678,MALB25BC3NM275883,4,2022,16337,6,0,0,0,0
48679,MALB25BC3NM275902,2,2022,23934,3,0,0,0,0
48680,MALB25BC3NM275916,5,2022,5692,6,0,0,0,0
48681,MALB25BC3NM275933,8,2022,50648,8,0,0,0,0
48682,MALB25BC3NM275947,3,2022,9677,3,0,0,0,0
48683,MALB25BC3NM275950,2,2022,5972,3,0,0,0,0
48684,MALB25BC3NM275964,2,2022,8109,2,0,0,0,0
48685,MALB25BC3NM276645,4,2022,26537,9,0,0,0,0
48686,MALB25BC3NM276662,4,2022,9322,19,0,1,0,0
48687,MALB25BC3NM276905,2,2022,9750,2,0,0,0,0
48688,MALB25BC3NM276919,1,2022,11031,7,0,0,0,0
48689,MALB25BC3NM277519,3,2022,9907,3,0,0,0,0
48690,MALB25BC3NM277522,4,2022,2997,3,0,0,0,0
48691,MALB25BC3NM277780,5,2022,9664,6,0,0,0,0
48692,MALB25BC3NM277794,3,2022,5700,4,0,0,0,0
48693,MALB25BC3NM277813,1,2022,2,0,0,0,0,0
48694,MALB25BC3NM278413,5,2022,50895,5,0,0,0,0
48695,MALB25BC3NM278430,4,2022,9939,6,0,0,0,0
48696,MALB25BC3NM278668,1,2022,20000,4,0,0,1,0
48697,MALB25BC3NM278959,3,2022,8937,4,0,0,0,0
48698,MALB25BC3NM278962,2,2022,6091,2,0,0,0,0
48699,MALB25BC3NM281733,3,2022,5543,6,0,0,0,0
48700,MALB25BC3NM284275,2,2022,6652,2,0,0,0,0
48701,MALB25BC3NM284308,3,2022,8326,4,3,0,0,0
48702,MALB25BC3NM284311,2,2022,6130,1,0,0,0,0
48703,MALB25BC3NM284437,3,2022,9951,7,0,0,0,0
48704,MALB25BC3NM284454,4,2022,40572,4,0,0,0,0
48705,MALB25BC3NM284728,1,2022,16374,1,0,0,0,0
48706,MALB25BC3NM284731,3,2022,30817,4,0,0,0,0
48707,MALB25BC3NM284955,1,2022,6596,1,0,0,0,0
48708,MALB25BC3NM284969,4,2022,8509,3,0,0,0,0
48709,MALB25BC3NM284972,2,2022,8702,4,2,0,0,0
48710,MALB25BC3NM284986,1,2022,1823,1,0,0,0,0
48711,MALB25BC3NM285376,2,2022,30753,2,0,0,0,0
48712,MALB25BC3NM285538,2,2022,18621,2,0,0,0,0
48713,MALB25BC3NM285541,2,2022,5926,1,0,0,0,0
48714,MALB25BC3NM285555,1,2022,450,2,0,0,0,0
48715,MALB25BC3NM285569,2,2022,5623,2,0,0,0,0
48716,MALB25BC3NM285572,2,2022,4486,2,0,0,0,0
48717,MALB25BC3NM285586,3,2022,402350,4,0,0,0,0
48718,MALB25BC3NM285605,2,2022,7834,3,0,0,0,0
48719,MALB25BC3NM285619,2,2022,7359,2,0,0,0,0
48720,MALB25BC3NM285622,4,2022,26808,3,0,0,0,0
48721,MALB25BC3NM285636,3,2022,5333,3,0,0,0,0
48722,MALB25BC3NM286298,1,2022,12617,1,0,0,0,0
48723,MALB25BC3NM286303,1,2022,10069,1,0,0,0,0
48724,MALB25BC3NM286317,5,2022,9119,3,0,0,0,0
48725,MALB25BC3NM286320,2,2022,3200,2,0,0,0,0
48726,MALB25BC3NM286334,1,2022,11504,2,0,0,0,0
48727,MALB25BC3NM286348,3,2022,33717,4,0,0,0,0
48728,MALB25BC3NM286365,3,2022,9696,3,1,0,0,0
48729,MALB25BC3NM286382,2,2022,19308,2,0,0,0,0
48730,MALB25BC3NM286771,4,2022,51737,3,1,0,0,0
48731,MALB25BC3NM287242,4,2022,66465,4,0,0,0,0
48732,MALB25BC3NM287256,1,2022,10,1,0,0,0,0
48733,MALB25BC3NM287659,1,2022,11025,2,0,0,0,0
48734,MALB25BC3NM288097,1,2022,7552,1,0,0,0,0
48735,MALB25BC3NM288102,2,2022,8830,2,0,0,0,0
48736,MALB25BC3PM296932,3,2023,30698,4,0,0,0,0
48737,MALB25BC3PM300137,2,2023,6777,1,0,0,0,0
48738,MALB25BC3PM300168,1,2023,16607,2,0,0,0,0
48739,MALB25BC3PM300199,2,2023,16566,2,0,0,0,0
48740,MALB25BC3PM300204,1,2023,7996,1,0,0,0,0
48741,MALB25BC3PM300218,3,2023,8070,3,0,0,0,0
48742,MALB25BC3PM300221,4,2023,8806,4,0,0,0,0
48743,MALB25BC3PM300235,6,2023,50023,5,0,0,0,0
48744,MALB25BC3PM300249,3,2023,8837,2,0,1,0,0
48745,MALB25BC3PM300252,3,2023,30000,5,0,0,0,0
48746,MALB25BC3PM300266,3,2023,30806,3,0,0,0,0
48747,MALB25BC3PM300669,3,2023,40026,3,0,0,0,0
48748,MALB25BC3PM300672,3,2023,8,6,0,0,0,0
48749,MALB25BC3PM301269,1,2023,29688,1,0,0,0,0
48750,MALB25BC3PM301868,3,2023,44971,3,0,0,0,0
48751,MALB25BC3PM301871,2,2023,6542,3,0,0,0,0
48752,MALB25BC3PM302356,2,2023,6294,4,0,0,0,0
48753,MALB25BC3PM302387,1,2023,3816,1,0,0,0,0
48754,MALB25BC3PM302390,1,2023,30204,1,0,0,0,0
48755,MALB25BC3PM302406,3,2023,5922,0,0,0,0,0
48756,MALB25BC3PM302423,2,2023,2785,3,0,0,0,0
48757,MALB25BC3PM302440,5,2023,9924,5,0,0,0,0
48758,MALB25BC3PM308948,1,2023,8523,1,0,0,0,0
48759,MALB25BC3PM308965,2,2023,4264,6,2,0,0,0
48760,MALB25BC3PM309498,2,2023,6066,3,0,0,0,0
48761,MALB25BC3PM309503,1,2023,6147,1,0,0,0,0
48762,MALB25BC3PM310943,2,2023,8348,2,0,0,0,0
48763,MALB25BC3PM310960,2,2023,7760,6,2,0,0,0
48764,MALB25BC3PM311591,5,2023,5,4,1,0,0,0
48765,MALB25BC3PM312370,3,2023,4717,3,0,0,0,0
48766,MALB25BC3PM312384,2,2023,6318,2,0,0,0,0
48767,MALB25BC3PM317259,1,2023,28765,4,1,0,0,0
48768,MALB25BC3PM317262,2,2023,25433,2,0,0,0,0
48769,MALB25BC3PM317276,2,2023,20880,1,0,0,0,0
48770,MALB25BC3PM317309,2,2023,7839,4,0,0,0,0
48771,MALB25BC3PM317326,2,2023,5,1,0,0,0,0
48772,MALB25BC3PM317343,2,2023,6904,2,0,0,0,0
48773,MALB25BC3PM317388,3,2023,40118,3,0,0,0,0
48774,MALB25BC3PM317391,3,2023,31825,3,0,0,0,0
48775,MALB25BC3PM317844,2,2023,4703,2,0,0,0,0
48776,MALB25BC3PM317858,2,2023,7631,2,0,0,0,0
48777,MALB25BC3PM317861,1,2023,7214,1,0,0,0,0
48778,MALB25BC3PM317875,2,2023,20141,2,0,0,0,0
48779,MALB25BC3PM317889,2,2023,8504,2,0,0,0,0
48780,MALB25BC3PM317892,4,2023,5676,4,0,0,0,0
48781,MALB25BC3PM317925,2,2023,2398,2,0,0,0,0
48782,MALB25BC3PM317939,2,2023,29066,3,0,0,0,0
48783,MALB25BC3PM317942,1,2023,9592,1,0,0,0,0
48784,MALB25BC3PM320257,7,2023,8162,3,0,2,0,0
48785,MALB25BC3PM320274,1,2023,22823,1,0,0,0,0
48786,MALB25BC3PM320288,3,2023,30810,6,0,0,0,0
48787,MALB25BC3PM320601,2,2023,13904,1,0,0,0,0
48788,MALB25BC3PM320694,2,2023,5184,2,0,0,0,0
48789,MALB25BC3PM321165,2,2023,9986,2,0,0,0,0
48790,MALB25BC3PM323966,1,2023,9999,2,0,0,0,0
48791,MALB25BC3PM324244,2,2023,9951,2,0,0,0,0
48792,MALB25BC3PM324261,2,2023,17676,1,0,0,0,0
48793,MALB25BC3PM324275,5,2023,60064,6,0,0,0,0
48794,MALB25BC3PM324289,3,2023,53341,3,0,0,0,0
48795,MALB25BC3PM324292,4,2023,43231,4,0,0,0,0
48796,MALB25BC3PM324485,1,2023,6704,2,0,0,0,0
48797,MALB25BC3PM325863,2,2023,931,2,0,0,0,0
48798,MALB25BC3PM325877,4,2023,6868,2,0,0,0,0
48799,MALB25BC3PM331369,2,2023,8252,2,0,0,0,0
48800,MALB25BC3PM331372,2,2023,11242,6,0,0,0,0
48801,MALB25BC3PM331386,3,2023,4061,2,0,0,0,0
48802,MALB25BC3PM331405,1,2023,7490,3,0,0,0,0
48803,MALB25BC3PM331419,1,2023,338,2,0,0,0,0
48804,MALB25BC3PM331422,1,2023,9882,1,0,0,0,0
48805,MALB25BC3PM331436,3,2023,44322,3,0,0,0,0
48806,MALB25BC3PM331808,2,2023,9347,3,0,0,0,0
48807,MALB25BC3PM331811,3,2023,22653,5,0,0,0,0
48808,MALB25BC3PM331839,1,2023,15536,1,0,0,0,0
48809,MALB25BC3PM331842,2,2023,16121,2,0,0,0,0
48810,MALB25BC3PM331856,2,2023,8695,1,1,0,0,0
48811,MALB25BC3PM334093,2,2023,8197,2,0,0,0,0
48812,MALB25BC3PM334109,2,2023,5,1,0,0,0,0
48813,MALB25BC3PM334112,2,2023,30894,2,0,0,0,0
48814,MALB25BC3PM335387,1,2023,225,1,0,0,0,0
48815,MALB25BC3PM335390,1,2023,6701,1,0,0,0,0
48816,MALB25BC3PM335406,3,2023,9600,5,0,0,0,0
48817,MALB25BC3PM335969,4,2023,40490,5,0,0,0,0
48818,MALB25BC3PM335972,2,2023,6865,4,0,0,0,0
48819,MALB25BC3PM336037,2,2023,6167,2,0,0,0,0
48820,MALB25BC3PM336040,2,2023,8088,1,0,0,0,0
48821,MALB25BC3PM336118,1,2023,10031,1,0,0,0,0
48822,MALB25BC3PM336135,1,2023,3027,1,0,0,0,0
48823,MALB25BC3PM336149,1,2023,40334,1,0,0,0,0
48824,MALB25BC3PM336474,3,2023,6421,3,0,0,0,0
48825,MALB25BC3PM336488,3,2023,9728,3,0,0,0,0
48826,MALB25BC3PM336491,6,2023,80169,20,0,1,0,0
48827,MALB25BC3PM336507,1,2023,5,2,0,0,0,0
48828,MALB25BC3PM336538,1,2023,9967,1,0,0,0,0
48829,MALB25BC3PM336541,2,2023,4810,2,0,0,0,0
48830,MALB25BC3PM336748,1,2023,3530,1,0,0,0,0
48831,MALB25BC3PM336765,3,2023,8736,4,0,1,0,0
48832,MALB25BC3PM336779,2,2023,5122,2,0,0,0,0
48833,MALB25BC3PM336782,2,2023,5143,3,0,0,0,0
48834,MALB25BC3PM336796,2,2023,21160,2,0,0,0,0
48835,MALB25BC3PM336801,1,2023,10419,1,0,0,0,0
48836,MALB25BC3PM336815,1,2023,4,0,0,0,0,0
48837,MALB25BC3PM336829,1,2023,5,0,0,0,0,0
48838,MALB25BC3PM336832,1,2023,2,0,0,0,0,0
48839,MALB25BC3PM336958,2,2023,9383,5,0,0,0,0
48840,MALB25BC3PM336961,1,2023,20939,1,0,0,0,0
48841,MALB25BC3PM336975,1,2023,2772,1,0,0,0,0
48842,MALB25BC3PM336992,2,2023,5999,3,0,0,0,0
48843,MALB25BC3PM337012,3,2023,30828,4,0,0,0,0
48844,MALB25BC3PM337026,3,2023,9980,2,0,0,0,0
48845,MALB25BC3PM337480,1,2023,3490,2,0,0,0,0
48846,MALB25BC3PM337494,1,2023,55,1,0,0,0,0
48847,MALB25BC3PM337818,5,2023,60147,6,0,0,0,0
48848,MALB25BC3PM337821,1,2023,15000,6,0,0,0,0
48849,MALB25BC3PM337835,1,2023,4345,0,0,0,0,0
48850,MALB25BC3PM337883,1,2023,5485,1,0,0,0,0
48851,MALB25BC3PM337897,3,2023,9845,4,0,0,0,0
48852,MALB25BC3PM337902,2,2023,8888,4,2,0,0,0
48853,MALB25BC3PM338533,3,2023,40062,3,0,0,0,0
48854,MALB25BC3PM338547,5,2023,7334,4,0,0,0,0
48855,MALB25BC3PM338550,1,2023,8989,1,0,0,0,0
48856,MALB25BC3PM342937,2,2023,9223,3,0,0,0,0
48857,MALB25BC3PM342940,1,2023,10260,1,0,0,0,0
48858,MALB25BC3PM342954,1,2023,8458,2,1,0,0,0
48859,MALB25BC3PM342985,5,2023,57049,6,0,0,0,0
48860,MALB25BC3PM342999,1,2023,10369,4,0,0,0,0
48861,MALB25BC3PM343005,2,2023,8864,2,0,0,0,0
48862,MALB25BC3PM346423,1,2023,4042,2,0,0,0,0
48863,MALB25BC3PM346910,1,2023,10479,1,0,0,0,0
48864,MALB25BC3PM346924,1,2023,9800,1,0,0,0,0
48865,MALB25BC3PM346938,1,2023,2653,2,0,0,0,0
48866,MALB25BC3PM347328,4,2023,38805,4,0,0,0,0
48867,MALB25BC3PM347345,7,2023,70003,9,0,0,0,0
48868,MALB25BC3PM347359,4,2023,9987,4,0,0,0,0
48869,MALB25BC3PM347362,3,2023,33375,6,0,0,0,0
48870,MALB25BC3PM347717,1,2023,5818,3,1,0,0,0
48871,MALB25BC3PM347720,4,2023,2,2,0,0,0,0
48872,MALB25BC3PM347734,2,2023,9882,1,0,0,0,0
48873,MALB25BC3PM347751,3,2023,6324,5,0,0,0,0
48874,MALB25BC3PM347765,3,2023,28661,8,3,0,0,0
48875,MALB25BC3PM347779,2,2023,9284,2,0,0,0,0
48876,MALB25BC3PM347782,1,2023,3167,3,1,0,0,0
48877,MALB25BC3PM347815,9,2023,8,14,0,0,0,0
48878,MALB25BC3PM348947,1,2023,24446,2,1,0,0,0
48879,MALB25BC3PM350018,1,2023,3520,6,0,0,0,0
48880,MALB25BC3PM350035,2,2023,29749,3,1,0,0,0
48881,MALB25BC3PM350049,2,2023,20955,2,0,0,0,0
48882,MALB25BC3PM350391,1,2023,11155,1,0,0,0,0
48883,MALB25BC3PM350407,2,2023,13699,2,0,0,0,0
48884,MALB25BC3PM350438,2,2023,3989,4,0,0,0,0
48885,MALB25BC3PM350441,1,2023,6722,1,0,0,0,0
48886,MALB25BC3PM353629,1,2023,10896,1,0,0,0,0
48887,MALB25BC3PM353632,1,2023,5510,2,0,0,0,0
48888,MALB25BC3PM353677,2,2023,9224,4,0,0,0,0
48889,MALB25BC3PM353680,1,2023,16699,1,0,0,0,0
48890,MALB25BC3PM353694,3,2023,50000,6,0,0,0,0
48891,MALB25BC3PM353713,3,2023,6940,1,0,0,0,0
48892,MALB25BC3PM357034,3,2023,9903,4,0,0,0,0
48893,MALB25BC3PM357048,2,2023,2,2,0,0,0,0
48894,MALB25BC3PM357065,1,2023,14472,1,0,0,0,0
48895,MALB25BC3PM358698,1,2023,9873,1,0,0,0,0
48896,MALB25BC3PM358703,2,2023,7102,2,0,0,0,0
48897,MALB25BC3PM359009,1,2023,4026,1,0,0,0,0
48898,MALB25BC3PM359012,2,2023,4682,2,0,0,0,0
48899,MALB25BC3PM359026,1,2023,20528,1,0,0,0,0
48900,MALB25BC3PM359236,1,2023,12497,2,1,0,0,0
48901,MALB25BC3PM359253,5,2023,39959,6,0,0,0,0
48902,MALB25BC3PM359589,2,2023,6903,4,0,0,0,0
48903,MALB25BC3PM359608,2,2023,9846,2,0,0,0,0
48904,MALB25BC3PM359625,1,2023,10482,1,0,0,0,0
48905,MALB25BC3PM359639,2,2023,6408,2,0,0,0,0
48906,MALB25BC3PM360063,2,2023,3730,1,0,0,0,0
48907,MALB25BC3PM360080,1,2023,20318,1,0,0,0,0
48908,MALB25BC3PM360094,2,2023,20963,2,0,0,0,0
48909,MALB25BC3PM365909,2,2023,6958,2,0,0,0,0
48910,MALB25BC3PM365912,2,2023,6989,2,0,0,0,0
48911,MALB25BC3PM365926,1,2023,6223,1,0,0,0,0
48912,MALB25BC3PM365943,1,2023,9342,2,0,0,0,0
48913,MALB25BC3PM366302,5,2023,6584,15,5,0,0,0
48914,MALB25BC3PM366316,2,2023,16618,2,0,0,0,0
48915,MALB25BC3PM366333,1,2023,4750,1,0,0,0,0
48916,MALB25BC3PM366347,1,2023,7986,0,0,0,0,0
48917,MALB25BC3PM366350,3,2023,24858,7,3,0,0,0
48918,MALB25BC3PM366364,1,2023,10216,1,0,0,0,0
48919,MALB25BC3PM366378,1,2023,9721,2,0,0,0,0
48920,MALB25BC3PM366381,2,2023,6364,6,2,0,0,0
48921,MALB25BC3PM366400,3,2023,2538,3,0,0,0,0
48922,MALB25BC3PM366414,2,2023,6787,3,0,0,0,0
48923,MALB25BC3PM366705,1,2023,16091,1,0,0,0,0
48924,MALB25BC3PM366719,2,2023,6841,3,0,0,0,0
48925,MALB25BC3PM366753,1,2023,11584,1,0,0,0,0
48926,MALB25BC3PM367711,2,2023,4633,1,0,0,0,0
